time,value
6315.827664399093,1
6339.047619047619,1
6362.267573696145,1
6385.487528344671,1
6408.707482993197,1
6431.927437641723,1
6455.14739229025,1
6478.367346938776,1
6501.587301587301,1
6524.8072562358275,1
6548.027210884354,1
6571.24716553288,1
6594.467120181406,1
6617.687074829932,1
6640.907029478458,1
6664.126984126984,1
6687.34693877551,1
6710.566893424037,1
6733.786848072562,1
6757.006802721088,1
6780.2267573696145,1
6803.446712018141,1
6826.666666666667,1
6849.886621315192,1
6873.106575963719,1
6896.326530612245,1
6919.546485260771,1
6942.766439909297,1
6965.986394557823,1
6989.206349206349,1
7012.426303854875,1
7035.646258503401,1
7058.866213151928,1
7082.086167800453,1
7105.306122448979,1
7128.526077097506,1
7151.746031746032,1
7174.965986394558,1
7198.185941043083,1
7221.40589569161,1
7244.625850340136,1
7267.845804988662,1
7291.065759637188,1
7314.285714285714,1
7337.50566893424,1
7360.725623582766,1
7383.9455782312925,1
7407.165532879819,1
7430.385487528345,1
7453.60544217687,1
7476.825396825397,1
7500.045351473923,1
7523.265306122449,1
7546.485260770975,1
7569.705215419501,1
7592.925170068027,1
7616.145124716553,1
7639.3650793650795,1
7662.585034013606,1
7685.804988662131,1
7709.024943310657,1
7732.244897959184,1
7755.46485260771,1
7778.684807256236,1
7801.9047619047615,1
7825.124716553288,1
7848.344671201814,1
7871.56462585034,1
7894.7845804988665,1
7918.004535147392,1
7941.224489795918,1
7964.444444444444,1
7987.664399092971,1
8010.884353741497,1
8034.104308390022,1
8057.324263038548,1
8080.544217687075,1
8103.764172335601,1
8126.984126984127,1
8150.204081632653,1
8173.424036281179,1
8196.643990929706,1
8219.86394557823,1
8243.083900226757,1
8266.303854875283,1
8289.52380952381,1
8312.743764172335,1
8335.963718820862,1
8359.183673469388,1
8382.403628117914,1
8405.62358276644,1
8428.843537414967,1
8452.063492063491,1
8475.283446712017,1
8498.503401360544,1
8521.72335600907,1
8544.943310657596,1
8568.163265306122,1
8591.383219954649,1
8614.603174603175,1
8637.823129251701,1
8661.043083900227,1
8684.263038548752,1
8707.482993197278,1
8730.702947845804,1
8753.92290249433,1
8777.142857142857,1
8800.362811791383,1
8823.58276643991,1
8846.802721088436,1
8870.022675736962,1
8893.242630385488,1
8916.462585034013,1
8939.682539682539,1
8962.902494331065,1
8986.122448979591,1
9009.342403628118,1
9032.562358276644,1
9055.78231292517,1
9079.002267573696,1
9102.222222222223,1
9125.442176870749,1
9148.662131519275,1
9171.8820861678,1
9195.102040816326,1
9218.321995464852,1
9241.541950113378,1
9264.761904761905,1
9287.98185941043,1
9311.201814058957,1
9334.421768707483,1
9357.64172335601,1
9380.861678004536,1
9404.08163265306,1
9427.301587301587,1
9450.521541950113,1
9473.741496598639,1
9496.961451247165,1
9520.181405895692,1
9543.401360544218,1
9566.621315192744,1
9589.84126984127,1
9613.061224489797,1
9636.281179138321,1
9659.501133786847,1
9682.721088435374,1
9705.9410430839,1
9729.160997732426,1
9752.380952380952,1
9775.600907029479,1
9798.820861678005,1
9822.040816326531,1
9845.260770975057,1
9868.480725623582,1
9891.700680272108,1
9914.920634920634,1
9938.14058956916,1
9961.360544217687,1
9984.580498866213,1
10007.80045351474,1
10031.020408163266,1
10054.240362811792,1
10077.460317460318,1
10100.680272108844,1
10123.900226757369,1
10147.120181405895,1
10170.340136054421,1
10193.560090702947,1
10216.780045351474,1
10240.0,1
10263.219954648526,1
10286.439909297053,1
10309.659863945579,1
10332.879818594105,1
10356.09977324263,1
10379.319727891156,1
10402.539682539682,1
10425.759637188208,1
10448.979591836734,1
10472.19954648526,1
10495.419501133787,1
10518.639455782313,1
10541.85941043084,1
10565.079365079366,1
10588.29931972789,1
10611.519274376416,1
10634.739229024943,1
10657.959183673469,1
10681.179138321995,1
10704.399092970521,1
10727.619047619048,1
10750.839002267574,1
10774.0589569161,1
10797.278911564626,1
10820.49886621315,1
10843.718820861677,1
10866.938775510203,1
10890.15873015873,1
10913.378684807256,1
10936.598639455782,1
10959.818594104308,1
10983.038548752835,1
11006.258503401361,1
11029.478458049887,1
11052.698412698413,1
11075.918367346938,1
11099.138321995464,1
11122.35827664399,1
11145.578231292517,1
11168.798185941043,1
11192.01814058957,1
11215.238095238095,1
11238.458049886622,1
11261.678004535148,1
11284.897959183674,1
11308.117913832199,1
11331.337868480725,1
11354.557823129251,1
11377.777777777777,1
11400.997732426304,1
11424.21768707483,1
11447.437641723356,1
11470.657596371882,1
11493.877551020409,1
11517.097505668935,1
11540.31746031746,1
11563.537414965986,1
11586.757369614512,1
11609.977324263038,1
11633.197278911564,1
11656.41723356009,1
11679.637188208617,1
11702.857142857143,1
11726.07709750567,1
11749.297052154196,1
11772.51700680272,1
11795.736961451246,1
11818.956916099773,1
11842.176870748299,1
11865.396825396825,1
11888.616780045351,1
11911.836734693878,1
11935.056689342404,1
11958.27664399093,1
11981.496598639456,1
12004.716553287983,1
12027.936507936507,1
12051.156462585033,1
12074.37641723356,1
12097.596371882086,1
12120.816326530612,1
12144.036281179138,1
12167.256235827665,1
12190.47619047619,1
12213.696145124717,1
12236.916099773243,1
12260.136054421768,1
12283.356009070294,1
12306.57596371882,1
12329.795918367347,1
12353.015873015873,1
12376.235827664399,1
12399.455782312925,1
12422.675736961452,1
12445.895691609978,1
12469.115646258504,1
12492.335600907028,1
12515.555555555555,1
12538.775510204081,1
12561.995464852607,1
12585.215419501134,1
12608.43537414966,1
12631.655328798186,1
12654.875283446712,1
12678.095238095239,1
12701.315192743765,1
12724.53514739229,1
12747.755102040815,1
12770.975056689342,1
12794.195011337868,1
12817.414965986394,1
12840.63492063492,1
12863.854875283447,1
12887.074829931973,1
12910.2947845805,1
12933.514739229026,1
12956.734693877552,1
12979.954648526076,1
13003.174603174602,1
13026.394557823129,1
13049.614512471655,1
13072.834467120181,1
13096.054421768707,1
13119.274376417234,1
13142.49433106576,1
13165.714285714286,1
13188.934240362812,1
13212.154195011337,1
13235.374149659863,1
13258.59410430839,1
13281.814058956916,1
13305.034013605442,1
13328.253968253968,1
13351.473922902494,1
13374.69387755102,1
13397.913832199547,1
13421.133786848073,1
13444.353741496598,1
13467.573696145124,1
13490.79365079365,1
13514.013605442176,1
13537.233560090703,1
13560.453514739229,1
13583.673469387755,1
13606.893424036281,1
13630.113378684808,1
13653.333333333334,1
13676.553287981858,1
13699.773242630385,1
13722.99319727891,1
13746.213151927437,1
13769.433106575963,1
13792.65306122449,1
13815.873015873016,1
13839.092970521542,1
13862.312925170068,1
13885.532879818595,1
13908.752834467121,1
13931.972789115645,1
13955.192743764172,1
13978.412698412698,1
14001.632653061224,1
14024.85260770975,1
14048.072562358277,1
14071.292517006803,1
14094.51247165533,1
14117.732426303855,1
14140.952380952382,1
14164.172335600906,1
14187.392290249432,1
14210.612244897959,1
14233.832199546485,1
14257.052154195011,1
14280.272108843537,1
14303.492063492064,1
14326.71201814059,1
14349.931972789116,1
14373.151927437642,1
14396.371882086167,1
14419.591836734693,1
14442.81179138322,1
14466.031746031746,1
14489.251700680272,1
14512.471655328798,1
14535.691609977324,1
14558.91156462585,1
14582.131519274377,1
14605.351473922903,1
14628.571428571428,1
14651.791383219954,1
14675.01133786848,1
14698.231292517006,1
14721.451247165533,1
14744.671201814059,1
14767.891156462585,1
14791.111111111111,1
14814.331065759638,1
14837.551020408164,1
14860.77097505669,1
14883.990929705215,1
14907.21088435374,1
14930.430839002267,1
14953.650793650793,1
14976.87074829932,1
15000.090702947846,1
15023.310657596372,1
15046.530612244898,1
15069.750566893425,1
15092.97052154195,1
15116.190476190475,1
15139.410430839001,1
15162.630385487528,1
15185.850340136054,1
15209.07029478458,1
15232.290249433107,1
15255.510204081633,1
15278.730158730159,1
15301.950113378685,1
15325.170068027212,1
15348.390022675736,1
15371.609977324262,1
15394.829931972788,1
15418.049886621315,1
15441.269841269841,1
15464.489795918367,1
15487.709750566893,1
15510.92970521542,1
15534.149659863946,1
15557.369614512472,1
15580.589569160997,1
15603.809523809523,1
15627.02947845805,1
15650.249433106575,1
15673.469387755102,1
15696.689342403628,1
15719.909297052154,1
15743.12925170068,1
15766.349206349207,1
15789.569160997733,1
15812.789115646257,1
15836.009070294784,1
15859.22902494331,1
15882.448979591836,1
15905.668934240362,1
15928.888888888889,1
15952.108843537415,1
15975.328798185941,1
15998.548752834467,1
16021.768707482994,1
16044.98866213152,1
16068.208616780044,1
16091.42857142857,1
16114.648526077097,1
16137.868480725623,1
16161.08843537415,1
16184.308390022676,1
16207.528344671202,1
16230.748299319728,1
16253.968253968254,1
16277.18820861678,1
16300.408163265305,1
16323.628117913831,1
16346.848072562358,1
16370.068027210884,1
16393.287981859412,1
16416.507936507936,1
16439.72789115646,1
16462.94784580499,1
16486.167800453513,1
16509.38775510204,1
16532.607709750566,1
16555.827664399094,1
16579.04761904762,1
16602.267573696146,1
16625.48752834467,1
16648.707482993195,1
16671.927437641723,1
16695.147392290248,1
16718.367346938776,1
16741.5873015873,1
16764.80725623583,1
16788.027210884353,1
16811.24716553288,1
16834.467120181405,1
16857.687074829933,1
16880.907029478458,1
16904.126984126982,1
16927.34693877551,1
16950.566893424035,1
16973.786848072563,1
16997.006802721087,1
17020.226757369615,1
17043.44671201814,1
17066.666666666668,1
17089.886621315192,1
17113.10657596372,1
17136.326530612245,1
17159.54648526077,1
17182.766439909297,1
17205.98639455782,1
17229.20634920635,1
17252.426303854874,1
17275.646258503402,1
17298.866213151927,1
17322.086167800455,1
17345.30612244898,1
17368.526077097504,1
17391.74603174603,1
17414.965986394556,1
17438.185941043084,1
17461.40589569161,1
17484.625850340137,1
17507.84580498866,1
17531.06575963719,1
17554.285714285714,1
17577.505668934242,1
17600.725623582766,1
17623.94557823129,1
17647.16553287982,1
17670.385487528343,1
17693.60544217687,1
17716.825396825396,1
17740.045351473924,1
17763.26530612245,1
17786.485260770976,1
17809.7052154195,1
17832.925170068025,1
17856.145124716553,1
17879.365079365078,1
17902.585034013606,1
17925.80498866213,1
17949.02494331066,1
17972.244897959183,1
17995.46485260771,1
18018.684807256235,1
18041.904761904763,1
18065.124716553288,1
18088.344671201812,1
18111.56462585034,1
18134.784580498865,1
18158.004535147393,1
18181.224489795917,1
18204.444444444445,1
18227.66439909297,1
18250.884353741498,1
18274.104308390022,1
18297.32426303855,1
18320.544217687075,1
18343.7641723356,1
18366.984126984127,1
18390.20408163265,1
18413.42403628118,1
18436.643990929704,1
18459.863945578232,1
18483.083900226757,1
18506.303854875285,1
18529.52380952381,1
18552.743764172334,1
18575.96371882086,1
18599.183673469386,1
18622.403628117914,1
18645.62358276644,1
18668.843537414967,1
18692.06349206349,1
18715.28344671202,1
18738.503401360544,1
18761.72335600907,1
18784.943310657596,1
18808.16326530612,1
18831.38321995465,1
18854.603174603173,1
18877.8231292517,1
18901.043083900226,1
18924.263038548754,1
18947.482993197278,1
18970.702947845806,1
18993.92290249433,1
19017.14285714286,1
19040.362811791383,1
19063.582766439908,1
19086.802721088436,1
19110.02267573696,1
19133.242630385488,1
19156.462585034013,1
19179.68253968254,1
19202.902494331065,1
19226.122448979593,1
19249.342403628118,1
19272.562358276642,1
19295.78231292517,1
19319.002267573695,1
19342.222222222223,1
19365.442176870747,1
19388.662131519275,1
19411.8820861678,1
19435.102040816328,1
19458.321995464852,1
19481.54195011338,1
19504.761904761905,1
19527.98185941043,1
19551.201814058957,1
19574.42176870748,1
19597.64172335601,1
19620.861678004534,1
19644.081632653062,1
19667.301587301587,1
19690.521541950115,1
19713.74149659864,1
19736.961451247163,1
19760.18140589569,1
19783.401360544216,1
19806.621315192744,1
19829.84126984127,1
19853.061224489797,1
19876.28117913832,1
19899.50113378685,1
19922.721088435374,1
19945.9410430839,1
19969.160997732426,1
19992.38095238095,1
20015.60090702948,1
20038.820861678003,1
20062.04081632653,1
20085.260770975055,1
20108.480725623584,1
20131.700680272108,1
20154.920634920636,1
20178.14058956916,1
20201.36054421769,1
20224.580498866213,1
20247.800453514737,1
20271.020408163266,1
20294.24036281179,1
20317.460317460318,1
20340.680272108842,1
20363.90022675737,1
20387.120181405895,1
20410.340136054423,1
20433.560090702947,1
20456.780045351472,1
20480.0,1
20503.219954648524,1
20526.439909297053,1
20549.659863945577,1
20572.879818594105,1
20596.09977324263,1
20619.319727891158,1
20642.539682539682,1
20665.75963718821,1
20688.979591836734,1
20712.19954648526,1
20735.419501133787,1
20758.63945578231,1
20781.85941043084,1
20805.079365079364,1
20828.299319727892,1
20851.519274376416,1
20874.739229024945,1
20897.95918367347,1
20921.179138321997,1
20944.39909297052,1
20967.619047619046,1
20990.839002267574,1
21014.0589569161,1
21037.278911564626,1
21060.49886621315,1
21083.71882086168,1
21106.938775510203,1
21130.15873015873,1
21153.378684807256,1
21176.59863945578,1
21199.81859410431,1
21223.038548752833,1
21246.25850340136,1
21269.478458049885,1
21292.698412698413,1
21315.918367346938,1
21339.138321995466,1
21362.35827664399,1
21385.57823129252,1
21408.798185941043,1
21432.018140589567,1
21455.238095238095,1
21478.45804988662,1
21501.678004535148,1
21524.897959183672,1
21548.1179138322,1
21571.337868480725,1
21594.557823129253,1
21617.777777777777,1
21640.9977324263,1
21664.21768707483,1
21687.437641723354,1
21710.657596371882,1
21733.877551020407,1
21757.097505668935,1
21780.31746031746,1
21803.537414965987,1
21826.757369614512,1
21849.97732426304,1
21873.197278911564,1
21896.41723356009,1
21919.637188208617,1
21942.85714285714,1
21966.07709750567,1
21989.297052154194,1
22012.517006802722,1
22035.736961451246,1
22058.956916099774,1
22082.1768707483,1
22105.396825396827,1
22128.61678004535,1
22151.836734693876,1
22175.056689342404,1
22198.27664399093,1
22221.496598639456,1
22244.71655328798,1
22267.93650793651,1
22291.156462585033,1
22314.37641723356,1
22337.596371882086,1
22360.81632653061,1
22384.03628117914,1
22407.256235827663,1
22430.47619047619,1
22453.696145124715,1
22476.916099773243,1
22500.136054421768,1
22523.356009070296,1
22546.57596371882,1
22569.79591836735,1
22593.015873015873,1
22616.235827664397,1
22639.455782312925,1
22662.67573696145,1
22685.895691609978,1
22709.115646258502,1
22732.33560090703,1
22755.555555555555,1
22778.775510204083,1
22801.995464852607,1
22825.215419501135,1
22848.43537414966,1
22871.655328798184,1
22894.875283446712,1
22918.095238095237,1
22941.315192743765,1
22964.53514739229,1
22987.755102040817,1
23010.97505668934,1
23034.19501133787,1
23057.414965986394,1
23080.63492063492,1
23103.854875283447,1
23127.07482993197,1
23150.2947845805,1
23173.514739229024,1
23196.73469387755,1
23219.954648526076,1
23243.174603174604,1
23266.39455782313,1
23289.614512471657,1
23312.83446712018,1
23336.054421768706,1
23359.274376417234,1
23382.494331065758,1
23405.714285714286,1
23428.93424036281,1
23452.15419501134,1
23475.374149659863,1
23498.59410430839,1
23521.814058956916,1
23545.03401360544,1
23568.25396825397,1
23591.473922902493,1
23614.69387755102,1
23637.913832199545,1
23661.133786848073,1
23684.353741496598,1
23707.573696145126,1
23730.79365079365,1
23754.01360544218,1
23777.233560090703,1
23800.453514739227,1
23823.673469387755,1
23846.89342403628,1
23870.113378684808,1
23893.333333333332,1
23916.55328798186,1
23939.773242630385,1
23962.993197278913,1
23986.213151927437,1
24009.433106575965,1
24032.65306122449,1
24055.873015873014,1
24079.092970521542,1
24102.312925170067,1
24125.532879818595,1
24148.75283446712,1
24171.972789115647,1
24195.19274376417,1
24218.4126984127,1
24241.632653061224,1
24264.85260770975,1
24288.072562358277,1
24311.2925170068,1
24334.51247165533,1
24357.732426303854,1
24380.95238095238,1
24404.172335600906,1
24427.392290249434,1
24450.61224489796,1
24473.832199546487,1
24497.05215419501,1
24520.272108843536,1
24543.492063492064,1
24566.712018140588,1
24589.931972789116,1
24613.15192743764,1
24636.37188208617,1
24659.591836734693,1
24682.81179138322,1
24706.031746031746,1
24729.25170068027,1
24752.471655328798,1
24775.691609977323,1
24798.91156462585,1
24822.131519274375,1
24845.351473922903,1
24868.571428571428,1
24891.791383219956,1
24915.01133786848,1
24938.231292517008,1
24961.451247165533,1
24984.671201814057,1
25007.891156462585,1
25031.11111111111,1
25054.331065759638,1
25077.551020408162,1
25100.77097505669,1
25123.990929705215,1
25147.210884353743,1
25170.430839002267,1
25193.650793650795,1
25216.87074829932,1
25240.090702947844,1
25263.310657596372,1
25286.530612244896,1
25309.750566893425,1
25332.97052154195,1
25356.190476190477,1
25379.410430839,1
25402.63038548753,1
25425.850340136054,1
25449.07029478458,1
25472.290249433107,1
25495.51020408163,1
25518.73015873016,1
25541.950113378683,1
25565.17006802721,1
25588.390022675736,1
25611.609977324264,1
25634.82993197279,1
25658.049886621317,1
25681.26984126984,1
25704.489795918365,1
25727.709750566893,1
25750.929705215418,1
25774.149659863946,1
25797.36961451247,1
25820.589569161,1
25843.809523809523,1
25867.02947845805,1
25890.249433106575,1
25913.469387755104,1
25936.689342403628,1
25959.909297052152,1
25983.12925170068,1
26006.349206349205,1
26029.569160997733,1
26052.789115646257,1
26076.009070294785,1
26099.22902494331,1
26122.448979591838,1
26145.668934240362,1
26168.888888888887,1
26192.108843537415,1
26215.32879818594,1
26238.548752834467,1
26261.768707482992,1
26284.98866213152,1
26308.208616780044,1
26331.428571428572,1
26354.648526077097,1
26377.868480725625,1
26401.08843537415,1
26424.308390022674,1
26447.528344671202,1
26470.748299319726,1
26493.968253968254,1
26517.18820861678,1
26540.408163265307,1
26563.62811791383,1
26586.84807256236,1
26610.068027210884,1
26633.28798185941,1
26656.507936507936,1
26679.72789115646,1
26702.94784580499,1
26726.167800453513,1
26749.38775510204,1
26772.607709750566,1
26795.827664399094,1
26819.04761904762,1
26842.267573696146,1
26865.48752834467,1
26888.707482993195,1
26911.927437641723,1
26935.147392290248,1
26958.367346938776,1
26981.5873015873,1
27004.80725623583,1
27028.027210884353,1
27051.24716553288,1
27074.467120181405,1
27097.687074829933,1
27120.907029478458,1
27144.126984126982,1
27167.34693877551,1
27190.566893424035,1
27213.786848072563,1
27237.006802721087,1
27260.226757369615,1
27283.44671201814,1
27306.666666666668,1
27329.886621315192,1
27353.106575963717,1
27376.326530612245,1
27399.54648526077,1
27422.766439909297,1
27445.98639455782,1
27469.20634920635,1
27492.426303854874,1
27515.646258503402,1
27538.866213151927,1
27562.086167800455,1
27585.30612244898,1
27608.526077097504,1
27631.74603174603,1
27654.965986394556,1
27678.185941043084,1
27701.40589569161,1
27724.625850340137,1
27747.84580498866,1
27771.06575963719,1
27794.285714285714,1
27817.505668934242,1
27840.725623582766,1
27863.94557823129,1
27887.16553287982,1
27910.385487528343,1
27933.60544217687,1
27956.825396825396,1
27980.045351473924,1
28003.26530612245,1
28026.485260770976,1
28049.7052154195,1
28072.925170068025,1
28096.145124716553,1
28119.365079365078,1
28142.585034013606,1
28165.80498866213,1
28189.02494331066,1
28212.244897959183,1
28235.46485260771,1
28258.684807256235,1
28281.904761904763,1
28305.124716553288,1
28328.344671201812,1
28351.56462585034,1
28374.784580498865,1
28398.004535147393,1
28421.224489795917,1
28444.444444444445,1
28467.66439909297,1
28490.884353741498,1
28514.104308390022,1
28537.324263038547,1
28560.544217687075,1
28583.7641723356,1
28606.984126984127,1
28630.20408163265,1
28653.42403628118,1
28676.643990929704,1
28699.863945578232,1
28723.083900226757,1
28746.303854875285,1
28769.52380952381,1
28792.743764172334,1
28815.96371882086,1
28839.183673469386,1
28862.403628117914,1
28885.62358276644,1
28908.843537414967,1
28932.06349206349,1
28955.28344671202,1
28978.503401360544,1
29001.72335600907,1
29024.943310657596,1
29048.16326530612,1
29071.38321995465,1
29094.603174603173,1
29117.8231292517,1
29141.043083900226,1
29164.263038548754,1
29187.482993197278,1
29210.702947845806,1
29233.92290249433,1
29257.142857142855,1
29280.362811791383,1
29303.582766439908,1
29326.802721088436,1
29350.02267573696,1
29373.242630385488,1
29396.462585034013,1
29419.68253968254,1
29442.902494331065,1
29466.122448979593,1
29489.342403628118,1
29512.562358276642,1
29535.78231292517,1
29559.002267573695,1
29582.222222222223,1
29605.442176870747,1
29628.662131519275,1
29651.8820861678,1
29675.102040816328,1
29698.321995464852,1
29721.54195011338,1
29744.761904761905,1
29767.98185941043,1
29791.201814058957,1
29814.42176870748,1
29837.64172335601,1
29860.861678004534,1
29884.081632653062,1
29907.301587301587,1
29930.521541950115,1
29953.74149659864,1
29976.961451247163,1
30000.18140589569,1
30023.401360544216,1
30046.621315192744,1
30069.84126984127,1
30093.061224489797,1
30116.28117913832,1
30139.50113378685,1
30162.721088435374,1
30185.9410430839,1
30209.160997732426,1
30232.38095238095,1
30255.60090702948,1
30278.820861678003,1
30302.04081632653,1
30325.260770975055,1
30348.480725623584,1
30371.700680272108,1
30394.920634920636,1
30418.14058956916,1
30441.360544217685,1
30464.580498866213,1
30487.800453514737,1
30511.020408163266,1
30534.24036281179,1
30557.460317460318,1
30580.680272108842,1
30603.90022675737,1
30627.120181405895,1
30650.340136054423,1
30673.560090702947,1
30696.780045351472,1
30720.0,1
30743.219954648524,1
30766.439909297053,1
30789.659863945577,1
30812.879818594105,1
30836.09977324263,1
30859.319727891158,1
30882.539682539682,1
30905.75963718821,1
30928.979591836734,1
30952.19954648526,1
30975.419501133787,1
30998.63945578231,1
31021.85941043084,1
31045.079365079364,1
31068.299319727892,1
31091.519274376416,1
31114.739229024945,1
31137.95918367347,1
31161.179138321993,1
31184.39909297052,1
31207.619047619046,1
31230.839002267574,1
31254.0589569161,1
31277.278911564626,1
31300.49886621315,1
31323.71882086168,1
31346.938775510203,1
31370.15873015873,1
31393.378684807256,1
31416.59863945578,1
31439.81859410431,1
31463.038548752833,1
31486.25850340136,1
31509.478458049885,1
31532.698412698413,1
31555.918367346938,1
31579.138321995466,1
31602.35827664399,1
31625.578231292515,1
31648.798185941043,1
31672.018140589567,1
31695.238095238095,1
31718.45804988662,1
31741.678004535148,1
31764.897959183672,1
31788.1179138322,1
31811.337868480725,1
31834.557823129253,1
31857.777777777777,1
31880.9977324263,1
31904.21768707483,1
31927.437641723354,1
31950.657596371882,1
31973.877551020407,1
31997.097505668935,1
32020.31746031746,1
32043.537414965987,1
32066.757369614512,1
32089.97732426304,1
32113.197278911564,1
32136.41723356009,1
32159.637188208617,1
32182.85714285714,1
32206.07709750567,1
32229.297052154194,1
32252.517006802722,1
32275.736961451246,1
